model,task,story_id,repetition,emergence_point
deepseek14b,false_belief,fb008,1,3
deepseek14b,false_belief,fb007,3,3
deepseek14b,false_belief,fb007,1,3
deepseek14b,false_belief,fb005,1,3
deepseek14b,false_belief,fb004,2,4
deepseek14b,false_belief,fb006,1,3
deepseek14b,false_belief,fb005,3,4
deepseek14b,false_belief,fb005,2,3
deepseek14b,false_belief,fb003,3,3
deepseek14b,false_belief,fb006,2,3
deepseek14b,false_belief,fb003,2,4
deepseek14b,false_belief,fb006,3,3
deepseek14b,false_belief,fb004,1,5
deepseek14b,false_belief,fb007,2,3
deepseek14b,false_belief,fb003,1,5
deepseek14b,false_belief,fb004,3,5
deepseek14b,false_belief,fb002,2,5
deepseek14b,false_belief,fb001,3,4
deepseek14b,false_belief,fb002,3,4
deepseek14b,false_belief,fb001,2,3
deepseek14b,false_belief,fb002,1,5
deepseek14b,false_belief,fb001,1,3
qwen14b,implicature,swmimp086,2,
qwen14b,implicature,swmimp085,3,
deepseek14b,false_belief,fb030,2,4
deepseek14b,implicature,swmimp005,1,
deepseek14b,implicature,swmimp004,2,1
deepseek14b,implicature,swmimp005,3,
deepseek14b,implicature,swmimp003,3,
deepseek14b,implicature,swmimp003,1,4
deepseek14b,implicature,swmimp002,2,
deepseek14b,implicature,swmimp004,1,1
deepseek14b,implicature,swmimp003,2,
deepseek14b,implicature,swmimp004,3,1
deepseek14b,implicature,swmimp005,2,
deepseek14b,implicature,swmimp001,1,2
deepseek14b,implicature,swmimp001,2,
deepseek14b,implicature,swmimp002,3,
deepseek14b,faux_pas,sfp010,1,3
deepseek14b,faux_pas,sfp009,1,4
deepseek14b,faux_pas,sfp010,3,3
deepseek14b,implicature,swmimp002,1,6
deepseek14b,faux_pas,sfp009,2,4
deepseek14b,faux_pas,sfp010,2,3
deepseek14b,faux_pas,sfp008,1,5
deepseek14b,faux_pas,sfp008,3,5
deepseek14b,implicature,swmimp001,3,6
deepseek14b,implicature,swmimp006,3,3
deepseek14b,faux_pas,sfp007,2,5
deepseek14b,faux_pas,sfp006,3,3
deepseek14b,faux_pas,sfp008,2,5
deepseek14b,faux_pas,sfp009,3,4
deepseek14b,faux_pas,sfp007,1,5
deepseek14b,faux_pas,sfp006,2,3
deepseek14b,faux_pas,sfp007,3,5
deepseek14b,faux_pas,sfp004,3,4
deepseek14b,faux_pas,sfp005,1,3
deepseek14b,faux_pas,sfp004,1,4
deepseek14b,faux_pas,sfp006,1,3
deepseek14b,faux_pas,sfp004,2,4
deepseek14b,faux_pas,sfp005,2,3
deepseek14b,faux_pas,sfp002,3,5
deepseek14b,faux_pas,sfp005,3,3
deepseek14b,faux_pas,sfp001,2,4
deepseek14b,faux_pas,sfp003,2,5
deepseek14b,faux_pas,sfp002,2,5
deepseek14b,false_belief,sfp020,3,1
deepseek14b,faux_pas,sfp002,1,5
deepseek14b,false_belief,sfp020,1,1
deepseek14b,faux_pas,sfp003,1,5
deepseek14b,faux_pas,sfp003,3,5
deepseek14b,faux_pas,sfp001,3,4
deepseek14b,false_belief,sfp020,2,1
deepseek14b,false_belief,sfp019,2,1
deepseek14b,false_belief,sfp018,3,1
deepseek14b,false_belief,sfp018,1,1
deepseek14b,faux_pas,sfp001,1,4
deepseek14b,false_belief,sfp017,2,2
deepseek14b,false_belief,sfp019,3,1
deepseek14b,false_belief,sfp015,3,3
deepseek14b,false_belief,sfp016,1,1
deepseek14b,false_belief,sfp015,1,2
deepseek14b,false_belief,sfp014,3,1
deepseek14b,false_belief,sfp017,1,3
deepseek14b,false_belief,sfp017,3,3
deepseek14b,false_belief,sfp018,2,2
deepseek14b,false_belief,sfp019,1,1
deepseek14b,false_belief,sfp013,2,2
deepseek14b,false_belief,sfp016,2,1
deepseek14b,false_belief,sfp014,2,1
deepseek14b,false_belief,sfp013,3,1
deepseek14b,false_belief,sfp015,2,1
deepseek14b,false_belief,sfp013,1,1
deepseek14b,false_belief,sfp016,3,1
deepseek14b,false_belief,sfp012,1,2
deepseek14b,false_belief,sfp014,1,1
deepseek14b,false_belief,sfp012,2,3
deepseek14b,false_belief,sfp011,2,2
deepseek14b,false_belief,sfp012,3,2
deepseek14b,false_belief,fb060,3,3
deepseek14b,false_belief,fb060,1,5
deepseek14b,false_belief,sfp011,1,2
deepseek14b,false_belief,fb058,2,3
deepseek14b,false_belief,fb058,3,4
deepseek14b,false_belief,sfp011,3,1
deepseek14b,false_belief,fb059,1,4
deepseek14b,false_belief,fb059,3,3
deepseek14b,false_belief,fb058,1,3
deepseek14b,false_belief,fb056,1,4
deepseek14b,false_belief,fb060,2,4
deepseek14b,false_belief,fb057,1,3
deepseek14b,false_belief,fb056,3,4
deepseek14b,false_belief,fb059,2,3
deepseek14b,false_belief,fb057,2,3
deepseek14b,false_belief,fb055,2,
deepseek14b,false_belief,fb044,2,3
deepseek14b,false_belief,fb054,3,4
deepseek14b,false_belief,fb056,2,4
deepseek14b,false_belief,fb054,2,3
deepseek14b,false_belief,fb053,3,3
deepseek14b,false_belief,fb055,3,5
deepseek14b,false_belief,fb053,2,3
deepseek14b,false_belief,fb053,1,3
deepseek14b,false_belief,fb052,2,5
deepseek14b,false_belief,fb050,3,3
deepseek14b,false_belief,fb051,2,3
deepseek14b,false_belief,fb052,3,4
deepseek14b,false_belief,fb050,1,3
deepseek14b,false_belief,fb050,2,3
deepseek14b,false_belief,fb054,1,4
deepseek14b,false_belief,fb049,3,3
deepseek14b,false_belief,fb048,1,3
deepseek14b,false_belief,fb051,3,3
deepseek14b,false_belief,fb049,1,3
deepseek14b,false_belief,fb052,1,4
deepseek14b,false_belief,fb051,1,3
deepseek14b,false_belief,fb048,2,3
deepseek14b,false_belief,fb048,3,3
deepseek14b,false_belief,fb045,3,4
deepseek14b,false_belief,fb046,1,5
deepseek14b,false_belief,fb043,2,4
deepseek14b,false_belief,fb039,1,4
deepseek14b,false_belief,fb043,3,5
deepseek14b,false_belief,fb045,2,3
deepseek14b,false_belief,fb046,2,
deepseek14b,false_belief,fb047,1,4
deepseek14b,false_belief,fb045,1,3
deepseek14b,false_belief,fb046,3,5
deepseek14b,false_belief,fb041,2,3
deepseek14b,false_belief,fb049,2,3
deepseek14b,false_belief,fb040,2,3
deepseek14b,false_belief,fb047,3,3
deepseek14b,false_belief,fb055,1,
deepseek14b,false_belief,fb042,1,3
deepseek14b,false_belief,fb044,3,3
deepseek14b,false_belief,fb040,1,3
deepseek14b,false_belief,fb042,2,4
deepseek14b,false_belief,fb034,2,3
deepseek14b,false_belief,fb035,2,3
deepseek14b,false_belief,fb041,3,3
deepseek14b,false_belief,fb041,1,4
deepseek14b,false_belief,fb042,3,3
deepseek14b,false_belief,fb040,3,3
deepseek14b,false_belief,fb037,3,3
deepseek14b,false_belief,fb037,1,4
deepseek14b,false_belief,fb035,3,3
deepseek14b,false_belief,fb038,1,3
deepseek14b,false_belief,fb038,2,4
deepseek14b,false_belief,fb037,2,4
deepseek14b,false_belief,fb036,2,3
deepseek14b,false_belief,fb035,1,3
deepseek14b,false_belief,fb039,2,4
deepseek14b,false_belief,fb047,2,3
deepseek14b,false_belief,fb036,1,4
deepseek14b,false_belief,fb032,3,4
deepseek14b,false_belief,fb032,2,3
deepseek14b,implicature,swmimp006,1,
deepseek14b,false_belief,fb036,3,4
deepseek14b,false_belief,fb033,3,3
deepseek14b,false_belief,fb033,1,3
deepseek14b,false_belief,fb033,2,3
deepseek14b,false_belief,fb057,3,3
deepseek14b,false_belief,fb043,1,4
deepseek14b,false_belief,fb044,1,3
deepseek14b,false_belief,fb034,3,4
deepseek14b,false_belief,fb038,3,3
deepseek14b,false_belief,fb034,1,3
deepseek14b,false_belief,fb039,3,4
deepseek14b,implicature,swmimp006,2,2
qwen14b,false_belief,fb032,1,3
qwen14b,false_belief,fb033,1,3
qwen14b,false_belief,fb032,3,4
qwen14b,false_belief,fb032,2,3
qwen14b,false_belief,fb031,3,4
qwen14b,false_belief,fb031,2,4
qwen14b,false_belief,fb031,1,4
qwen14b,false_belief,fb030,1,5
qwen14b,false_belief,fb033,2,3
qwen14b,false_belief,fb030,3,3
qwen14b,false_belief,fb029,3,3
qwen14b,false_belief,fb030,2,4
qwen14b,false_belief,fb029,2,4
qwen14b,false_belief,fb029,1,4
qwen14b,false_belief,fb028,3,3
qwen14b,false_belief,fb028,2,5
qwen14b,false_belief,fb027,2,
qwen14b,false_belief,fb028,1,3
qwen14b,false_belief,fb027,3,3
qwen14b,false_belief,fb027,1,4
qwen14b,false_belief,fb026,3,4
qwen14b,false_belief,fb026,2,3
qwen14b,false_belief,fb026,1,3
qwen14b,false_belief,fb025,1,4
qwen14b,false_belief,fb025,3,4
qwen14b,false_belief,fb025,2,5
qwen14b,false_belief,fb024,3,3
qwen14b,false_belief,fb024,2,4
qwen14b,false_belief,fb023,1,4
qwen14b,false_belief,fb024,1,4
qwen14b,false_belief,fb023,2,4
qwen14b,false_belief,fb022,3,4
qwen14b,false_belief,fb022,2,3
qwen14b,false_belief,fb022,1,3
qwen14b,false_belief,fb021,3,3
qwen14b,false_belief,fb021,2,
qwen14b,false_belief,fb021,1,3
qwen14b,false_belief,fb020,3,4
qwen14b,false_belief,fb019,3,3
qwen14b,false_belief,fb019,1,3
qwen14b,false_belief,fb023,3,3
qwen14b,false_belief,fb020,2,3
qwen14b,false_belief,fb019,2,3
qwen14b,false_belief,fb020,1,4
qwen14b,false_belief,fb018,3,3
qwen14b,false_belief,fb018,2,4
qwen14b,false_belief,fb018,1,4
qwen14b,false_belief,fb017,3,3
qwen14b,false_belief,fb017,2,1
qwen14b,false_belief,fb017,1,3
qwen14b,false_belief,fb016,3,3
qwen14b,false_belief,fb016,2,4
qwen14b,false_belief,fb016,1,3
qwen14b,false_belief,fb015,3,3
qwen14b,false_belief,fb015,2,3
qwen14b,false_belief,fb015,1,5
qwen14b,false_belief,fb014,3,1
qwen14b,false_belief,fb014,2,1
qwen14b,false_belief,fb014,1,1
qwen14b,false_belief,fb013,3,5
qwen14b,false_belief,fb013,2,4
qwen14b,false_belief,fb013,1,5
qwen14b,false_belief,fb012,3,3
qwen14b,false_belief,fb012,2,3
qwen14b,false_belief,fb012,1,3
qwen14b,false_belief,fb011,3,4
qwen14b,false_belief,fb011,2,4
qwen14b,false_belief,fb011,1,4
qwen14b,false_belief,fb010,3,5
qwen14b,false_belief,fb010,2,4
qwen14b,false_belief,fb010,1,3
qwen14b,false_belief,fb009,3,3
qwen14b,false_belief,fb009,2,3
qwen14b,false_belief,fb009,1,4
qwen14b,false_belief,fb008,3,3
qwen14b,false_belief,fb008,2,4
qwen14b,false_belief,fb008,1,3
qwen14b,false_belief,fb007,3,5
qwen14b,false_belief,fb007,2,3
qwen14b,false_belief,fb007,1,3
qwen14b,false_belief,fb006,3,4
qwen14b,false_belief,fb006,2,3
qwen14b,false_belief,fb006,1,3
qwen14b,false_belief,fb005,3,3
qwen14b,false_belief,fb005,2,3
qwen14b,false_belief,fb005,1,4
qwen14b,false_belief,fb004,3,5
qwen14b,false_belief,fb004,2,5
qwen14b,false_belief,fb004,1,4
qwen14b,false_belief,fb003,3,5
qwen14b,false_belief,fb003,2,4
qwen14b,false_belief,fb003,1,4
qwen14b,false_belief,fb002,3,
qwen14b,false_belief,fb002,2,3
qwen14b,false_belief,fb002,1,4
qwen14b,false_belief,fb001,1,3
qwen14b,false_belief,fb001,2,5
qwen14b,false_belief,fb001,3,3
qwen14b,implicature,swmimp066,1,1
qwen14b,implicature,swmimp066,2,1
qwen14b,implicature,swmimp065,1,3
qwen14b,implicature,swmimp065,3,2
qwen14b,implicature,swmimp066,3,1
qwen14b,implicature,swmimp065,2,3
qwen14b,implicature,swmimp064,3,
qwen14b,implicature,swmimp063,3,2
qwen14b,implicature,swmimp063,2,4
qwen14b,implicature,swmimp062,3,
qwen14b,implicature,swmimp063,1,2
qwen14b,implicature,swmimp062,2,
qwen14b,implicature,swmimp064,2,
qwen14b,implicature,swmimp062,1,2
qwen14b,implicature,swmimp061,3,
qwen14b,implicature,swmimp061,2,
qwen14b,implicature,swmimp061,1,
qwen14b,implicature,swmimp059,3,
qwen14b,implicature,swmimp060,3,1
qwen14b,implicature,swmimp060,1,3
qwen14b,implicature,swmimp064,1,
qwen14b,implicature,swmimp060,2,4
qwen14b,implicature,swmimp059,2,
qwen14b,implicature,swmimp059,1,
qwen14b,implicature,swmimp058,3,1
qwen14b,implicature,swmimp058,2,1
qwen14b,implicature,swmimp057,2,1
qwen14b,implicature,swmimp057,3,1
qwen14b,implicature,swmimp057,1,
qwen14b,implicature,swmimp056,3,
qwen14b,implicature,swmimp056,2,
qwen14b,implicature,swmimp056,1,
qwen14b,implicature,swmimp055,3,2
qwen14b,implicature,swmimp055,2,2
qwen14b,implicature,swmimp054,1,
qwen14b,implicature,swmimp055,1,1
qwen14b,implicature,swmimp053,3,6
qwen14b,implicature,swmimp053,2,6
qwen14b,implicature,swmimp058,1,3
qwen14b,implicature,swmimp054,2,
qwen14b,implicature,swmimp053,1,6
qwen14b,implicature,swmimp052,3,
qwen14b,implicature,swmimp052,2,
qwen14b,implicature,swmimp052,1,
qwen14b,implicature,swmimp051,3,2
qwen14b,implicature,swmimp051,2,1
qwen14b,implicature,swmimp051,1,2
qwen14b,implicature,swmimp050,3,
qwen14b,implicature,swmimp050,2,
qwen14b,implicature,swmimp049,3,
qwen14b,implicature,swmimp049,1,
qwen14b,implicature,swmimp050,1,
qwen14b,implicature,swmimp054,3,
qwen14b,implicature,swmimp049,2,
qwen14b,implicature,swmimp048,3,
qwen14b,implicature,swmimp048,1,5
qwen14b,implicature,swmimp048,2,
qwen14b,implicature,swmimp047,3,
qwen14b,implicature,swmimp046,3,2
qwen14b,implicature,swmimp046,2,
qwen14b,implicature,swmimp047,1,4
qwen14b,implicature,swmimp046,1,6
qwen14b,implicature,swmimp045,3,
qwen14b,implicature,swmimp045,2,
qwen14b,implicature,swmimp045,1,
qwen14b,implicature,swmimp044,3,3
qwen14b,implicature,swmimp047,2,
qwen14b,implicature,swmimp044,2,5
qwen14b,implicature,swmimp044,1,5
qwen14b,implicature,swmimp043,1,
qwen14b,implicature,swmimp043,3,
qwen14b,implicature,swmimp043,2,
qwen14b,implicature,swmimp042,3,4
qwen14b,implicature,swmimp042,2,
qwen14b,implicature,swmimp042,1,
qwen14b,implicature,swmimp040,3,3
qwen14b,implicature,swmimp040,2,2
qwen14b,implicature,swmimp041,3,
qwen14b,implicature,swmimp041,2,
qwen14b,implicature,swmimp040,1,2
qwen14b,implicature,swmimp039,1,3
qwen14b,implicature,swmimp041,1,
qwen14b,implicature,swmimp038,3,
qwen14b,implicature,swmimp039,2,2
qwen14b,implicature,swmimp038,2,3
qwen14b,implicature,swmimp038,1,4
qwen14b,implicature,swmimp037,1,3
qwen14b,implicature,swmimp037,3,4
qwen14b,implicature,swmimp036,3,
qwen14b,implicature,swmimp037,2,2
qwen14b,implicature,swmimp036,1,5
qwen14b,implicature,swmimp039,3,2
qwen14b,implicature,swmimp035,3,
qwen14b,implicature,swmimp035,1,
qwen14b,implicature,swmimp035,2,
qwen14b,implicature,swmimp036,2,4
qwen14b,implicature,swmimp034,3,3
qwen14b,implicature,swmimp034,2,3
qwen14b,implicature,swmimp033,3,3
qwen14b,implicature,swmimp034,1,3
qwen14b,implicature,swmimp032,3,
qwen14b,implicature,swmimp031,3,
qwen14b,implicature,swmimp033,2,3
qwen14b,implicature,swmimp032,2,
qwen14b,implicature,swmimp033,1,2
qwen14b,implicature,swmimp031,1,
qwen14b,implicature,swmimp031,2,
qwen14b,implicature,swmimp030,3,1
qwen14b,implicature,swmimp030,2,1
qwen14b,implicature,swmimp030,1,1
qwen14b,implicature,swmimp029,3,
qwen14b,implicature,swmimp029,2,
qwen14b,implicature,swmimp028,2,2
qwen14b,implicature,swmimp032,1,
qwen14b,implicature,swmimp028,3,2
qwen14b,implicature,swmimp027,3,1
qwen14b,implicature,swmimp028,1,
qwen14b,implicature,swmimp026,3,2
qwen14b,implicature,swmimp026,1,
qwen14b,implicature,swmimp026,2,
qwen14b,implicature,swmimp025,1,5
qwen14b,implicature,swmimp027,2,3
qwen14b,implicature,swmimp029,1,
qwen14b,implicature,swmimp025,2,
qwen14b,implicature,swmimp024,3,
qwen14b,implicature,swmimp025,3,
qwen14b,implicature,swmimp024,2,
qwen14b,implicature,swmimp024,1,
qwen14b,implicature,swmimp023,3,1
qwen14b,implicature,swmimp023,2,1
qwen14b,implicature,swmimp022,1,
qwen14b,implicature,swmimp027,1,3
qwen14b,implicature,swmimp023,1,2
qwen14b,implicature,swmimp022,3,2
qwen14b,implicature,swmimp022,2,
qwen14b,implicature,swmimp021,1,2
qwen14b,implicature,swmimp020,1,
qwen14b,implicature,swmimp021,3,2
qwen14b,implicature,swmimp021,2,
qwen14b,implicature,swmimp020,3,3
qwen14b,implicature,swmimp020,2,
qwen14b,implicature,swmimp018,3,
qwen14b,implicature,swmimp019,1,3
qwen14b,implicature,swmimp018,2,
qwen14b,implicature,swmimp019,2,3
qwen14b,implicature,swmimp018,1,
qwen14b,implicature,swmimp016,3,3
qwen14b,implicature,swmimp017,3,4
qwen14b,implicature,swmimp017,2,1
qwen14b,implicature,swmimp017,1,
qwen14b,implicature,swmimp016,2,2
qwen14b,implicature,swmimp019,3,3
qwen14b,implicature,swmimp015,2,
qwen14b,implicature,swmimp016,1,6
qwen14b,implicature,swmimp015,3,
qwen14b,implicature,swmimp015,1,
qwen14b,implicature,swmimp014,3,2
qwen14b,implicature,swmimp013,3,
qwen14b,implicature,swmimp014,2,2
qwen14b,implicature,swmimp014,1,2
qwen14b,implicature,swmimp013,2,
qwen14b,implicature,swmimp013,1,
qwen14b,implicature,swmimp012,1,1
qwen14b,implicature,swmimp012,3,1
qwen14b,implicature,swmimp012,2,1
qwen14b,implicature,swmimp011,3,1
qwen14b,implicature,swmimp010,3,1
qwen14b,implicature,swmimp011,2,2
qwen14b,implicature,swmimp011,1,2
qwen14b,implicature,swmimp010,2,1
qwen14b,implicature,swmimp180,2,2
deepseek14b,implicature,swmimp119,2,
qwen14b,implicature,swmimp180,1,2
deepseek14b,implicature,swmimp120,2,2
qwen14b,implicature,swmimp179,3,3
deepseek14b,implicature,swmimp119,1,
deepseek14b,implicature,swmimp119,3,
qwen14b,implicature,swmimp179,2,2
deepseek14b,implicature,swmimp118,3,3
qwen14b,implicature,swmimp179,1,2
deepseek14b,implicature,swmimp118,2,3
qwen14b,implicature,swmimp180,3,1
deepseek14b,implicature,swmimp118,1,4
qwen14b,implicature,swmimp178,2,1
qwen14b,implicature,swmimp177,3,2
deepseek14b,implicature,swmimp117,3,2
qwen14b,implicature,swmimp177,2,1
deepseek14b,implicature,swmimp117,2,1
deepseek14b,implicature,swmimp117,1,1
qwen14b,implicature,swmimp178,1,1
deepseek14b,implicature,swmimp116,3,1
qwen14b,implicature,swmimp177,1,4
deepseek14b,implicature,swmimp116,2,1
qwen14b,implicature,swmimp176,3,
deepseek14b,implicature,swmimp116,1,1
qwen14b,implicature,swmimp175,3,2
qwen14b,implicature,swmimp178,3,2
deepseek14b,implicature,swmimp115,3,
deepseek14b,implicature,swmimp115,2,5
qwen14b,implicature,swmimp176,2,6
deepseek14b,implicature,swmimp115,1,
qwen14b,implicature,swmimp176,1,6
qwen14b,implicature,swmimp175,2,6
deepseek14b,implicature,swmimp114,3,
qwen14b,implicature,swmimp175,1,1
deepseek14b,implicature,swmimp114,2,
qwen14b,implicature,swmimp174,3,3
deepseek14b,implicature,swmimp114,1,
qwen14b,implicature,swmimp173,3,
deepseek14b,implicature,swmimp113,3,2
deepseek14b,implicature,swmimp113,2,1
qwen14b,implicature,swmimp174,2,3
deepseek14b,implicature,swmimp113,1,1
qwen14b,implicature,swmimp173,1,
deepseek14b,implicature,swmimp112,3,6
deepseek14b,implicature,swmimp112,2,6
qwen14b,implicature,swmimp173,2,
qwen14b,implicature,swmimp172,3,1
deepseek14b,implicature,swmimp112,1,
qwen14b,implicature,swmimp171,3,4
deepseek14b,implicature,swmimp111,3,1
deepseek14b,implicature,swmimp111,2,1
qwen14b,implicature,swmimp172,2,4
qwen14b,implicature,swmimp171,2,5
deepseek14b,implicature,swmimp111,1,1
qwen14b,implicature,swmimp172,1,
deepseek14b,implicature,swmimp110,3,1
qwen14b,implicature,swmimp171,1,4
deepseek14b,implicature,swmimp110,2,2
qwen14b,implicature,swmimp174,1,2
qwen14b,implicature,swmimp170,3,
deepseek14b,implicature,swmimp110,1,1
qwen14b,implicature,swmimp170,1,
deepseek14b,implicature,swmimp109,3,
qwen14b,implicature,swmimp170,2,1
deepseek14b,implicature,swmimp109,2,
qwen14b,implicature,swmimp169,3,1
deepseek14b,implicature,swmimp109,1,
qwen14b,implicature,swmimp169,2,1
deepseek14b,implicature,swmimp108,3,
deepseek14b,implicature,swmimp108,2,
qwen14b,implicature,swmimp169,1,1
deepseek14b,implicature,swmimp108,1,
qwen14b,implicature,swmimp168,2,2
deepseek14b,implicature,swmimp107,3,
qwen14b,implicature,swmimp168,3,4
qwen14b,implicature,swmimp168,1,5
deepseek14b,implicature,swmimp107,2,
qwen14b,implicature,swmimp167,3,2
deepseek14b,implicature,swmimp107,1,
qwen14b,implicature,swmimp167,2,1
deepseek14b,implicature,swmimp106,3,
qwen14b,implicature,swmimp167,1,1
deepseek14b,implicature,swmimp106,2,
qwen14b,implicature,swmimp166,3,1
deepseek14b,implicature,swmimp106,1,1
qwen14b,implicature,swmimp166,1,2
deepseek14b,implicature,swmimp105,3,1
qwen14b,implicature,swmimp165,2,2
deepseek14b,implicature,swmimp105,2,1
deepseek14b,implicature,swmimp105,1,1
qwen14b,implicature,swmimp166,2,2
deepseek14b,implicature,swmimp104,3,
qwen14b,implicature,swmimp165,3,
qwen14b,implicature,swmimp165,1,
deepseek14b,implicature,swmimp104,2,
qwen14b,implicature,swmimp164,3,
deepseek14b,implicature,swmimp103,2,
qwen14b,implicature,swmimp163,3,
deepseek14b,implicature,swmimp104,1,
qwen14b,implicature,swmimp163,2,10
deepseek14b,implicature,swmimp103,3,1
deepseek14b,implicature,swmimp103,1,1
qwen14b,implicature,swmimp162,2,
deepseek14b,implicature,swmimp102,1,
qwen14b,implicature,swmimp164,1,
deepseek14b,implicature,swmimp120,1,2
deepseek14b,implicature,swmimp102,3,12
qwen14b,implicature,swmimp162,1,
deepseek14b,implicature,swmimp101,2,
qwen14b,implicature,swmimp164,2,
qwen14b,implicature,swmimp163,1,
qwen14b,implicature,swmimp162,3,
deepseek14b,implicature,swmimp101,3,
qwen14b,implicature,swmimp161,3,
deepseek14b,implicature,swmimp101,1,
qwen14b,implicature,swmimp161,2,
deepseek14b,implicature,swmimp100,3,5
qwen14b,implicature,swmimp160,3,
deepseek14b,implicature,swmimp100,2,1
qwen14b,implicature,swmimp160,2,
deepseek14b,implicature,swmimp100,1,4
qwen14b,implicature,swmimp159,3,7
deepseek14b,implicature,swmimp099,3,4
deepseek14b,implicature,swmimp099,2,
qwen14b,implicature,swmimp160,1,
deepseek14b,implicature,swmimp099,1,1
qwen14b,implicature,swmimp159,1,1
deepseek14b,implicature,swmimp098,3,5
qwen14b,implicature,swmimp159,2,8
deepseek14b,implicature,swmimp098,2,1
qwen14b,implicature,swmimp158,3,2
deepseek14b,implicature,swmimp098,1,1
qwen14b,implicature,swmimp158,2,3
deepseek14b,implicature,swmimp097,3,7
qwen14b,implicature,swmimp161,1,8
qwen14b,implicature,swmimp158,1,4
deepseek14b,implicature,swmimp097,2,
qwen14b,implicature,swmimp157,3,3
deepseek14b,implicature,swmimp097,1,6
qwen14b,implicature,swmimp157,2,
deepseek14b,implicature,swmimp096,3,4
qwen14b,implicature,swmimp156,3,1
deepseek14b,implicature,swmimp096,2,4
qwen14b,implicature,swmimp157,1,3
deepseek14b,implicature,swmimp096,1,2
qwen14b,implicature,swmimp156,2,4
deepseek14b,implicature,swmimp095,3,5
qwen14b,implicature,swmimp156,1,1
deepseek14b,implicature,swmimp095,2,
qwen14b,implicature,swmimp155,1,
deepseek14b,implicature,swmimp095,1,
qwen14b,implicature,swmimp154,3,5
deepseek14b,implicature,swmimp094,3,1
qwen14b,implicature,swmimp154,2,
deepseek14b,implicature,swmimp094,2,2
qwen14b,implicature,swmimp155,3,1
qwen14b,implicature,swmimp154,1,19
deepseek14b,implicature,swmimp094,1,2
qwen14b,implicature,swmimp153,3,3
deepseek14b,implicature,swmimp093,3,
deepseek14b,implicature,swmimp093,2,4
qwen14b,implicature,swmimp153,2,7
deepseek14b,implicature,swmimp093,1,
qwen14b,implicature,swmimp152,3,1
deepseek14b,implicature,swmimp092,3,7
deepseek14b,implicature,swmimp092,2,5
qwen14b,implicature,swmimp152,1,1
deepseek14b,implicature,swmimp092,1,
deepseek14b,implicature,swmimp091,3,
qwen14b,implicature,swmimp155,2,
qwen14b,implicature,swmimp151,3,
deepseek14b,implicature,swmimp091,2,
qwen14b,implicature,swmimp150,3,6
deepseek14b,implicature,swmimp091,1,4
qwen14b,implicature,swmimp153,1,3
deepseek14b,implicature,swmimp090,3,2
qwen14b,implicature,swmimp152,2,2
deepseek14b,implicature,swmimp090,2,2
qwen14b,implicature,swmimp151,2,
deepseek14b,implicature,swmimp090,1,1
qwen14b,implicature,swmimp149,2,
deepseek14b,implicature,swmimp089,3,2
deepseek14b,implicature,swmimp089,2,
qwen14b,implicature,swmimp150,1,
qwen14b,implicature,swmimp148,3,
deepseek14b,implicature,swmimp089,1,2
deepseek14b,implicature,swmimp088,3,
qwen14b,implicature,swmimp148,2,
deepseek14b,implicature,swmimp088,2,
deepseek14b,implicature,swmimp088,1,
qwen14b,implicature,swmimp149,1,
qwen14b,implicature,swmimp147,3,4
deepseek14b,implicature,swmimp087,3,4
qwen14b,implicature,swmimp150,2,4
deepseek14b,implicature,swmimp087,2,4
qwen14b,implicature,swmimp149,3,
qwen14b,implicature,swmimp147,2,6
deepseek14b,implicature,swmimp087,1,1
qwen14b,implicature,swmimp148,1,
deepseek14b,implicature,swmimp085,3,
qwen14b,implicature,swmimp146,2,1
qwen14b,implicature,swmimp151,1,
deepseek14b,implicature,swmimp086,1,1
qwen14b,implicature,swmimp147,1,7
qwen14b,implicature,swmimp145,2,4
deepseek14b,implicature,swmimp086,2,1
qwen14b,implicature,swmimp146,3,3
deepseek14b,implicature,swmimp085,2,
deepseek14b,implicature,swmimp086,3,1
qwen14b,implicature,swmimp145,1,
deepseek14b,implicature,swmimp085,1,
qwen14b,implicature,swmimp146,1,3
deepseek14b,implicature,swmimp102,2,
qwen14b,implicature,swmimp144,3,
deepseek14b,implicature,swmimp084,3,
qwen14b,implicature,swmimp144,2,
deepseek14b,implicature,swmimp084,2,
deepseek14b,implicature,swmimp084,1,
qwen14b,implicature,swmimp145,3,4
deepseek14b,implicature,swmimp083,3,7
qwen14b,implicature,swmimp144,1,23
deepseek14b,implicature,swmimp083,2,
qwen14b,implicature,swmimp143,1,1
deepseek14b,implicature,swmimp083,1,
deepseek14b,implicature,swmimp082,3,
qwen14b,implicature,swmimp143,2,2
deepseek14b,implicature,swmimp082,2,
qwen14b,implicature,swmimp143,3,2
qwen14b,implicature,swmimp142,3,
deepseek14b,implicature,swmimp082,1,
qwen14b,implicature,swmimp142,1,
deepseek14b,implicature,swmimp081,3,
qwen14b,implicature,swmimp142,2,
deepseek14b,implicature,swmimp081,2,
qwen14b,implicature,swmimp141,1,7
deepseek14b,implicature,swmimp080,3,1
qwen14b,implicature,swmimp140,1,19
deepseek14b,implicature,swmimp081,1,
qwen14b,implicature,swmimp139,2,
deepseek14b,implicature,swmimp080,2,2
deepseek14b,implicature,swmimp079,3,
qwen14b,implicature,swmimp139,3,
qwen14b,implicature,swmimp139,1,
deepseek14b,implicature,swmimp080,1,3
