model,task,story_id,repetition,accuracy
deepseek7b,false_belief,fb057,2,0.0
deepseek7b,false_belief,fb057,3,0.0
deepseek7b,false_belief,fb058,1,0.0
deepseek7b,false_belief,fb058,2,1.0
deepseek7b,false_belief,fb058,3,1.0
deepseek7b,false_belief,fb059,1,0.0
deepseek7b,false_belief,fb059,2,0.0
deepseek7b,false_belief,fb059,3,0.0
deepseek7b,false_belief,fb060,1,0.0
deepseek7b,false_belief,fb060,2,0.0
deepseek7b,false_belief,fb060,3,0.0
deepseek7b,false_belief,sfp011,1,1.0
deepseek7b,false_belief,sfp011,2,0.0
deepseek7b,false_belief,sfp011,3,1.0
deepseek7b,false_belief,sfp012,1,1.0
deepseek7b,false_belief,sfp012,2,1.0
deepseek7b,false_belief,sfp012,3,0.0
deepseek7b,false_belief,sfp013,1,1.0
deepseek7b,false_belief,sfp013,2,1.0
deepseek7b,false_belief,sfp013,3,1.0
deepseek7b,false_belief,sfp014,1,1.0
deepseek7b,false_belief,sfp014,2,1.0
deepseek7b,false_belief,sfp014,3,0.0
deepseek7b,false_belief,sfp015,1,1.0
deepseek7b,false_belief,sfp015,2,1.0
deepseek7b,false_belief,sfp015,3,0.0
deepseek7b,false_belief,sfp016,1,0.0
deepseek7b,false_belief,sfp016,2,1.0
deepseek7b,false_belief,sfp016,3,0.0
deepseek7b,false_belief,sfp017,1,0.0
deepseek7b,false_belief,sfp017,2,1.0
deepseek7b,false_belief,sfp017,3,1.0
deepseek7b,false_belief,sfp018,1,0.0
deepseek7b,false_belief,sfp018,2,0.0
deepseek7b,false_belief,sfp018,3,1.0
deepseek7b,false_belief,sfp019,1,0.0
deepseek7b,false_belief,sfp019,2,1.0
deepseek7b,false_belief,sfp019,3,1.0
deepseek7b,false_belief,sfp020,1,0.0
deepseek7b,false_belief,sfp020,2,1.0
deepseek7b,false_belief,sfp020,3,1.0
deepseek7b,faux_pas,sfp001,1,0.0
deepseek7b,faux_pas,sfp001,2,0.0
deepseek7b,faux_pas,sfp001,3,0.0
deepseek7b,faux_pas,sfp002,1,1.0
deepseek7b,faux_pas,sfp002,2,0.0
deepseek7b,faux_pas,sfp002,3,1.0
deepseek7b,faux_pas,sfp003,1,0.0
deepseek7b,faux_pas,sfp003,2,0.0
deepseek7b,faux_pas,sfp003,3,0.0
deepseek7b,faux_pas,sfp004,1,1.0
deepseek7b,faux_pas,sfp004,2,1.0
deepseek7b,faux_pas,sfp004,3,1.0
deepseek7b,faux_pas,sfp005,1,1.0
deepseek7b,faux_pas,sfp005,2,1.0
deepseek7b,faux_pas,sfp005,3,0.0
deepseek7b,faux_pas,sfp006,1,0.0
deepseek7b,faux_pas,sfp006,2,0.0
deepseek7b,faux_pas,sfp006,3,1.0
deepseek7b,faux_pas,sfp007,1,0.0
deepseek7b,faux_pas,sfp007,2,0.0
deepseek7b,faux_pas,sfp007,3,1.0
deepseek7b,faux_pas,sfp008,1,0.0
deepseek7b,faux_pas,sfp008,2,1.0
deepseek7b,faux_pas,sfp008,3,0.0
deepseek7b,faux_pas,sfp009,1,0.0
deepseek7b,faux_pas,sfp009,2,1.0
deepseek7b,faux_pas,sfp009,3,0.0
deepseek7b,faux_pas,sfp010,1,1.0
deepseek7b,faux_pas,sfp010,2,1.0
deepseek7b,faux_pas,sfp010,3,0.0
deepseek7b,implicature,swmimp001,1,1.0
deepseek7b,implicature,swmimp001,2,1.0
deepseek7b,implicature,swmimp001,3,0.0
deepseek7b,implicature,swmimp002,1,0.0
deepseek7b,implicature,swmimp002,2,0.0
deepseek7b,implicature,swmimp002,3,0.0
deepseek7b,implicature,swmimp003,1,0.0
deepseek7b,implicature,swmimp003,2,0.0
deepseek7b,implicature,swmimp003,3,0.0
deepseek7b,implicature,swmimp004,1,1.0
deepseek7b,implicature,swmimp004,2,0.0
deepseek7b,implicature,swmimp004,3,0.0
deepseek7b,implicature,swmimp005,1,0.0
deepseek7b,implicature,swmimp005,2,0.0
deepseek7b,implicature,swmimp005,3,0.0
deepseek7b,implicature,swmimp006,1,0.0
deepseek7b,implicature,swmimp006,2,0.0
deepseek7b,implicature,swmimp006,3,0.0
deepseek7b,implicature,swmimp007,1,0.0
deepseek7b,implicature,swmimp007,2,0.0
deepseek7b,implicature,swmimp007,3,0.0
deepseek7b,implicature,swmimp008,1,0.0
deepseek7b,implicature,swmimp008,2,0.0
deepseek7b,implicature,swmimp008,3,0.0
deepseek7b,implicature,swmimp009,1,1.0
deepseek7b,implicature,swmimp009,2,0.0
deepseek7b,implicature,swmimp009,3,1.0
deepseek7b,implicature,swmimp010,1,1.0
deepseek7b,implicature,swmimp010,2,0.0
deepseek7b,implicature,swmimp010,3,0.0
deepseek7b,implicature,swmimp011,1,0.0
deepseek7b,implicature,swmimp011,2,0.0
deepseek7b,implicature,swmimp011,3,0.0
deepseek7b,implicature,swmimp012,1,0.0
deepseek7b,implicature,swmimp012,2,0.0
deepseek7b,implicature,swmimp012,3,0.0
deepseek7b,implicature,swmimp013,1,0.0
deepseek7b,implicature,swmimp013,2,0.0
deepseek7b,implicature,swmimp013,3,0.0
deepseek7b,implicature,swmimp014,1,0.0
deepseek7b,implicature,swmimp014,2,0.0
deepseek7b,implicature,swmimp014,3,0.0
deepseek7b,implicature,swmimp015,1,0.0
deepseek7b,implicature,swmimp015,2,0.0
deepseek7b,implicature,swmimp015,3,0.0
deepseek7b,implicature,swmimp016,1,0.0
deepseek7b,implicature,swmimp016,2,0.0
deepseek7b,implicature,swmimp016,3,0.0
deepseek7b,implicature,swmimp017,1,0.0
deepseek7b,implicature,swmimp017,2,0.0
deepseek7b,implicature,swmimp017,3,0.0
deepseek7b,implicature,swmimp018,1,0.0
deepseek7b,implicature,swmimp018,2,0.0
deepseek7b,implicature,swmimp018,3,0.0
deepseek7b,implicature,swmimp019,1,0.0
deepseek7b,implicature,swmimp019,2,0.0
deepseek7b,implicature,swmimp019,3,0.0
deepseek7b,implicature,swmimp020,1,0.0
deepseek7b,implicature,swmimp020,2,0.0
deepseek7b,implicature,swmimp020,3,0.0
deepseek7b,implicature,swmimp021,1,0.0
deepseek7b,implicature,swmimp021,2,0.0
deepseek7b,implicature,swmimp021,3,0.0
deepseek7b,implicature,swmimp022,1,0.0
deepseek7b,implicature,swmimp022,2,0.0
deepseek7b,implicature,swmimp022,3,0.0
deepseek7b,implicature,swmimp023,1,0.0
deepseek7b,implicature,swmimp023,2,0.0
deepseek7b,implicature,swmimp023,3,0.0
deepseek7b,implicature,swmimp024,1,0.0
deepseek7b,implicature,swmimp024,2,0.0
deepseek7b,implicature,swmimp024,3,0.0
deepseek7b,implicature,swmimp025,1,0.0
deepseek7b,implicature,swmimp025,2,0.0
deepseek7b,implicature,swmimp025,3,0.0
deepseek7b,implicature,swmimp026,1,0.0
deepseek7b,implicature,swmimp026,2,0.0
deepseek7b,implicature,swmimp026,3,0.0
deepseek7b,implicature,swmimp027,1,0.0
deepseek7b,implicature,swmimp027,2,1.0
deepseek7b,implicature,swmimp027,3,0.0
deepseek7b,implicature,swmimp028,1,0.0
deepseek7b,implicature,swmimp028,2,0.0
deepseek7b,implicature,swmimp028,3,0.0
deepseek7b,implicature,swmimp029,1,0.0
deepseek7b,implicature,swmimp029,2,0.0
deepseek7b,implicature,swmimp029,3,0.0
deepseek7b,implicature,swmimp030,1,0.0
deepseek7b,implicature,swmimp030,2,0.0
deepseek7b,implicature,swmimp030,3,0.0
deepseek7b,implicature,swmimp031,1,0.0
deepseek7b,implicature,swmimp031,2,0.0
deepseek7b,implicature,swmimp031,3,0.0
deepseek7b,implicature,swmimp032,1,0.0
deepseek7b,implicature,swmimp032,2,0.0
deepseek7b,implicature,swmimp032,3,0.0
deepseek7b,implicature,swmimp033,1,0.0
deepseek7b,implicature,swmimp033,2,0.0
deepseek7b,implicature,swmimp033,3,0.0
deepseek7b,implicature,swmimp034,1,0.0
deepseek7b,implicature,swmimp034,2,0.0
deepseek7b,implicature,swmimp034,3,0.0
deepseek7b,implicature,swmimp035,1,0.0
deepseek7b,implicature,swmimp035,2,0.0
deepseek7b,implicature,swmimp035,3,0.0
deepseek7b,implicature,swmimp036,1,0.0
deepseek7b,implicature,swmimp036,2,0.0
deepseek7b,implicature,swmimp036,3,0.0
deepseek7b,implicature,swmimp037,1,0.0
deepseek7b,implicature,swmimp037,2,0.0
deepseek7b,implicature,swmimp037,3,0.0
deepseek7b,implicature,swmimp038,1,0.0
deepseek7b,implicature,swmimp038,2,0.0
deepseek7b,implicature,swmimp038,3,0.0
deepseek7b,implicature,swmimp039,1,0.0
deepseek7b,implicature,swmimp039,2,0.0
deepseek7b,implicature,swmimp039,3,0.0
deepseek7b,implicature,swmimp040,1,0.0
deepseek7b,implicature,swmimp040,2,0.0
deepseek7b,implicature,swmimp040,3,0.0
deepseek7b,implicature,swmimp041,1,0.0
deepseek7b,implicature,swmimp041,2,0.0
deepseek7b,implicature,swmimp041,3,0.0
deepseek7b,implicature,swmimp042,1,0.0
deepseek7b,implicature,swmimp042,2,0.0
deepseek7b,implicature,swmimp042,3,0.0
deepseek7b,implicature,swmimp043,1,0.0
deepseek7b,implicature,swmimp043,2,0.0
deepseek7b,implicature,swmimp043,3,0.0
deepseek7b,implicature,swmimp044,1,0.0
deepseek7b,implicature,swmimp044,2,0.0
deepseek7b,implicature,swmimp044,3,0.0
deepseek7b,implicature,swmimp045,1,0.0
deepseek7b,implicature,swmimp045,2,0.0
deepseek7b,implicature,swmimp045,3,0.0
deepseek7b,implicature,swmimp046,1,0.0
deepseek7b,implicature,swmimp046,2,0.0
deepseek7b,implicature,swmimp046,3,0.0
deepseek7b,implicature,swmimp047,1,0.0
deepseek7b,implicature,swmimp047,2,0.0
deepseek7b,implicature,swmimp047,3,0.0
deepseek7b,implicature,swmimp048,1,0.0
deepseek7b,implicature,swmimp048,2,0.0
deepseek7b,implicature,swmimp048,3,0.0
deepseek7b,implicature,swmimp049,1,0.0
deepseek7b,implicature,swmimp049,2,0.0
deepseek7b,implicature,swmimp049,3,0.0
deepseek7b,implicature,swmimp050,1,0.0
deepseek7b,implicature,swmimp050,2,0.0
deepseek7b,implicature,swmimp050,3,0.0
deepseek7b,implicature,swmimp051,1,1.0
deepseek7b,implicature,swmimp051,2,0.0
deepseek7b,implicature,swmimp051,3,0.0
deepseek7b,implicature,swmimp052,1,0.0
deepseek7b,implicature,swmimp052,2,0.0
deepseek7b,implicature,swmimp052,3,0.0
deepseek7b,implicature,swmimp053,1,0.0
deepseek7b,implicature,swmimp053,2,0.0
deepseek7b,implicature,swmimp053,3,0.0
deepseek7b,implicature,swmimp054,1,0.0
deepseek7b,implicature,swmimp054,2,0.0
deepseek7b,implicature,swmimp054,3,0.0
deepseek7b,implicature,swmimp055,1,0.0
deepseek7b,implicature,swmimp055,2,1.0
deepseek7b,implicature,swmimp055,3,1.0
deepseek7b,implicature,swmimp056,1,0.0
deepseek7b,implicature,swmimp056,2,0.0
deepseek7b,implicature,swmimp056,3,0.0
deepseek7b,implicature,swmimp057,1,0.0
deepseek7b,implicature,swmimp057,2,0.0
deepseek7b,implicature,swmimp057,3,0.0
deepseek7b,implicature,swmimp058,1,0.0
deepseek7b,implicature,swmimp058,2,0.0
deepseek7b,implicature,swmimp058,3,0.0
deepseek7b,implicature,swmimp059,1,0.0
deepseek7b,implicature,swmimp059,2,0.0
deepseek7b,implicature,swmimp059,3,0.0
deepseek7b,implicature,swmimp060,1,0.0
deepseek7b,implicature,swmimp060,2,0.0
deepseek7b,implicature,swmimp060,3,0.0
deepseek7b,implicature,swmimp061,1,0.0
deepseek7b,implicature,swmimp061,2,0.0
deepseek7b,implicature,swmimp061,3,0.0
deepseek7b,implicature,swmimp062,1,0.0
deepseek7b,implicature,swmimp062,2,0.0
deepseek7b,implicature,swmimp062,3,0.0
deepseek7b,implicature,swmimp063,1,0.0
deepseek7b,implicature,swmimp063,2,0.0
deepseek7b,implicature,swmimp063,3,0.0
deepseek7b,implicature,swmimp064,1,0.0
deepseek7b,implicature,swmimp064,2,0.0
deepseek7b,implicature,swmimp064,3,0.0
deepseek7b,implicature,swmimp065,1,0.0
deepseek7b,implicature,swmimp065,2,0.0
deepseek7b,implicature,swmimp065,3,0.0
deepseek7b,implicature,swmimp066,1,0.0
deepseek7b,implicature,swmimp066,2,0.0
deepseek7b,implicature,swmimp066,3,0.0
deepseek7b,implicature,swmimp067,1,0.0
deepseek7b,implicature,swmimp067,2,0.0
deepseek7b,implicature,swmimp067,3,0.0
deepseek7b,implicature,swmimp068,1,0.0
deepseek7b,implicature,swmimp068,2,0.0
deepseek7b,implicature,swmimp068,3,0.0
deepseek7b,implicature,swmimp069,1,0.0
deepseek7b,implicature,swmimp069,2,0.0
deepseek7b,implicature,swmimp069,3,0.0
deepseek7b,implicature,swmimp070,1,0.0
deepseek7b,implicature,swmimp070,2,0.0
deepseek7b,implicature,swmimp070,3,0.0
deepseek7b,implicature,swmimp071,1,0.0
deepseek7b,implicature,swmimp071,2,0.0
deepseek7b,implicature,swmimp071,3,0.0
deepseek7b,implicature,swmimp072,1,1.0
deepseek7b,implicature,swmimp072,2,1.0
deepseek7b,implicature,swmimp072,3,1.0
deepseek7b,implicature,swmimp073,1,1.0
deepseek7b,implicature,swmimp073,2,1.0
deepseek7b,implicature,swmimp073,3,0.0
deepseek7b,implicature,swmimp074,1,0.0
deepseek7b,implicature,swmimp074,2,0.0
deepseek7b,implicature,swmimp074,3,0.0
deepseek7b,implicature,swmimp075,1,0.0
deepseek7b,implicature,swmimp075,2,0.0
deepseek7b,implicature,swmimp075,3,1.0
deepseek7b,implicature,swmimp076,1,0.0
deepseek7b,implicature,swmimp076,2,1.0
deepseek7b,implicature,swmimp076,3,0.0
deepseek7b,implicature,swmimp077,1,0.0
deepseek7b,implicature,swmimp077,2,0.0
deepseek7b,implicature,swmimp077,3,0.0
deepseek7b,implicature,swmimp078,1,0.0
deepseek7b,implicature,swmimp078,2,0.0
deepseek7b,implicature,swmimp078,3,0.0
deepseek7b,implicature,swmimp079,1,0.0
deepseek7b,implicature,swmimp079,2,0.0
deepseek7b,implicature,swmimp079,3,0.0
deepseek7b,implicature,swmimp080,1,0.0
deepseek7b,implicature,swmimp080,2,1.0
deepseek7b,implicature,swmimp080,3,0.0
deepseek7b,implicature,swmimp081,1,0.0
deepseek7b,implicature,swmimp081,2,0.0
deepseek7b,implicature,swmimp081,3,0.0
deepseek7b,implicature,swmimp082,1,0.0
deepseek7b,implicature,swmimp082,2,0.0
deepseek7b,implicature,swmimp082,3,0.0
deepseek7b,implicature,swmimp083,1,0.0
deepseek7b,implicature,swmimp083,2,0.0
deepseek7b,implicature,swmimp083,3,0.0
deepseek7b,implicature,swmimp084,1,0.0
deepseek7b,implicature,swmimp084,2,0.0
deepseek7b,implicature,swmimp084,3,0.0
deepseek7b,implicature,swmimp085,1,0.0
deepseek7b,implicature,swmimp085,2,0.0
deepseek7b,implicature,swmimp085,3,0.0
deepseek7b,implicature,swmimp086,1,0.0
deepseek7b,implicature,swmimp086,2,0.0
deepseek7b,implicature,swmimp086,3,0.0
deepseek7b,implicature,swmimp087,1,0.0
deepseek7b,implicature,swmimp087,2,0.0
deepseek7b,implicature,swmimp087,3,0.0
deepseek7b,implicature,swmimp088,1,0.0
deepseek7b,implicature,swmimp088,2,0.0
deepseek7b,implicature,swmimp088,3,0.0
deepseek7b,implicature,swmimp089,1,0.0
deepseek7b,implicature,swmimp089,2,0.0
deepseek7b,implicature,swmimp089,3,0.0
deepseek7b,implicature,swmimp090,1,0.0
deepseek7b,implicature,swmimp090,2,0.0
deepseek7b,implicature,swmimp090,3,0.0
deepseek7b,implicature,swmimp091,1,0.0
deepseek7b,implicature,swmimp091,2,0.0
deepseek7b,implicature,swmimp091,3,0.0
deepseek7b,implicature,swmimp092,1,0.0
deepseek7b,implicature,swmimp092,2,0.0
deepseek7b,implicature,swmimp092,3,0.0
deepseek7b,implicature,swmimp093,1,0.0
deepseek7b,implicature,swmimp093,2,0.0
deepseek7b,implicature,swmimp093,3,0.0
deepseek7b,implicature,swmimp094,1,0.0
deepseek7b,implicature,swmimp094,2,0.0
deepseek7b,implicature,swmimp094,3,1.0
deepseek7b,implicature,swmimp095,1,0.0
deepseek7b,implicature,swmimp095,2,0.0
deepseek7b,implicature,swmimp095,3,0.0
deepseek7b,implicature,swmimp096,1,0.0
deepseek7b,implicature,swmimp096,2,1.0
deepseek7b,implicature,swmimp096,3,0.0
deepseek7b,implicature,swmimp097,1,0.0
deepseek7b,implicature,swmimp097,2,0.0
deepseek7b,implicature,swmimp097,3,0.0
deepseek7b,implicature,swmimp098,1,0.0
deepseek7b,implicature,swmimp098,2,0.0
deepseek7b,implicature,swmimp098,3,0.0
deepseek7b,implicature,swmimp099,1,0.0
deepseek7b,implicature,swmimp099,2,0.0
deepseek7b,implicature,swmimp099,3,0.0
deepseek7b,implicature,swmimp100,1,0.0
deepseek7b,implicature,swmimp100,2,0.0
deepseek7b,implicature,swmimp100,3,0.0
deepseek7b,implicature,swmimp101,1,0.0
deepseek7b,implicature,swmimp101,2,0.0
deepseek7b,implicature,swmimp101,3,0.0
deepseek7b,implicature,swmimp102,1,0.0
deepseek7b,implicature,swmimp102,2,0.0
deepseek7b,implicature,swmimp102,3,0.0
deepseek7b,implicature,swmimp103,1,0.0
deepseek7b,implicature,swmimp103,2,0.0
deepseek7b,implicature,swmimp103,3,0.0
deepseek7b,implicature,swmimp104,1,0.0
deepseek7b,implicature,swmimp104,2,0.0
deepseek7b,implicature,swmimp104,3,0.0
deepseek7b,implicature,swmimp105,1,0.0
deepseek7b,implicature,swmimp105,2,0.0
deepseek7b,implicature,swmimp105,3,0.0
deepseek7b,implicature,swmimp106,1,0.0
deepseek7b,implicature,swmimp106,2,0.0
deepseek7b,implicature,swmimp106,3,0.0
deepseek7b,implicature,swmimp107,1,0.0
deepseek7b,implicature,swmimp107,2,0.0
deepseek7b,implicature,swmimp107,3,0.0
deepseek7b,implicature,swmimp108,1,0.0
deepseek7b,implicature,swmimp108,2,0.0
deepseek7b,implicature,swmimp108,3,0.0
deepseek7b,implicature,swmimp109,1,0.0
deepseek7b,implicature,swmimp109,2,0.0
deepseek7b,implicature,swmimp109,3,0.0
deepseek7b,implicature,swmimp110,1,1.0
deepseek7b,implicature,swmimp110,2,0.0
deepseek7b,implicature,swmimp110,3,0.0
deepseek7b,implicature,swmimp111,1,0.0
deepseek7b,implicature,swmimp111,2,0.0
deepseek7b,implicature,swmimp111,3,0.0
deepseek7b,implicature,swmimp112,1,0.0
deepseek7b,implicature,swmimp112,2,0.0
deepseek7b,implicature,swmimp112,3,0.0
deepseek7b,implicature,swmimp113,1,0.0
deepseek7b,implicature,swmimp113,2,0.0
deepseek7b,implicature,swmimp113,3,0.0
deepseek7b,implicature,swmimp114,1,0.0
deepseek7b,implicature,swmimp114,2,0.0
deepseek7b,implicature,swmimp114,3,0.0
deepseek7b,implicature,swmimp115,1,0.0
deepseek7b,implicature,swmimp115,2,0.0
deepseek7b,implicature,swmimp115,3,0.0
deepseek7b,implicature,swmimp116,1,0.0
deepseek7b,implicature,swmimp116,2,0.0
deepseek7b,implicature,swmimp116,3,0.0
deepseek7b,implicature,swmimp117,1,0.0
deepseek7b,implicature,swmimp117,2,0.0
deepseek7b,implicature,swmimp117,3,0.0
deepseek7b,implicature,swmimp118,1,0.0
deepseek7b,implicature,swmimp118,2,0.0
deepseek7b,implicature,swmimp118,3,0.0
deepseek7b,implicature,swmimp119,1,0.0
deepseek7b,implicature,swmimp119,2,0.0
deepseek7b,implicature,swmimp119,3,0.0
deepseek7b,implicature,swmimp120,1,0.0
deepseek7b,implicature,swmimp120,2,0.0
deepseek7b,implicature,swmimp120,3,0.0
deepseek7b,implicature,swmimp121,1,0.0
deepseek7b,implicature,swmimp121,2,0.0
deepseek7b,implicature,swmimp121,3,0.0
deepseek7b,implicature,swmimp122,1,1.0
deepseek7b,implicature,swmimp122,2,1.0
deepseek7b,implicature,swmimp122,3,0.0
deepseek7b,implicature,swmimp123,1,0.0
deepseek7b,implicature,swmimp123,2,0.0
deepseek7b,implicature,swmimp123,3,0.0
deepseek7b,implicature,swmimp124,1,0.0
deepseek7b,implicature,swmimp124,2,0.0
deepseek7b,implicature,swmimp124,3,0.0
deepseek7b,implicature,swmimp125,1,0.0
deepseek7b,implicature,swmimp125,2,0.0
deepseek7b,implicature,swmimp125,3,0.0
deepseek7b,implicature,swmimp126,1,0.0
deepseek7b,implicature,swmimp126,2,0.0
deepseek7b,implicature,swmimp126,3,0.0
deepseek7b,implicature,swmimp127,1,0.0
deepseek7b,implicature,swmimp127,2,0.0
deepseek7b,implicature,swmimp127,3,0.0
deepseek7b,implicature,swmimp128,1,0.0
deepseek7b,implicature,swmimp128,2,0.0
deepseek7b,implicature,swmimp128,3,0.0
deepseek7b,implicature,swmimp129,1,0.0
deepseek7b,implicature,swmimp129,2,0.0
deepseek7b,implicature,swmimp129,3,0.0
deepseek7b,implicature,swmimp130,1,0.0
deepseek7b,implicature,swmimp130,2,0.0
deepseek7b,implicature,swmimp130,3,0.0
deepseek7b,implicature,swmimp131,1,0.0
deepseek7b,implicature,swmimp131,2,0.0
deepseek7b,implicature,swmimp131,3,0.0
deepseek7b,implicature,swmimp132,1,0.0
deepseek7b,implicature,swmimp132,2,0.0
deepseek7b,implicature,swmimp132,3,0.0
deepseek7b,implicature,swmimp133,1,0.0
deepseek7b,implicature,swmimp133,2,0.0
deepseek7b,implicature,swmimp133,3,0.0
deepseek7b,implicature,swmimp134,1,0.0
deepseek7b,implicature,swmimp134,2,0.0
deepseek7b,implicature,swmimp134,3,0.0
deepseek7b,implicature,swmimp135,1,0.0
deepseek7b,implicature,swmimp135,2,0.0
deepseek7b,implicature,swmimp135,3,0.0
deepseek7b,implicature,swmimp136,1,0.0
deepseek7b,implicature,swmimp136,2,0.0
deepseek7b,implicature,swmimp136,3,0.0
deepseek7b,implicature,swmimp137,1,0.0
deepseek7b,implicature,swmimp137,2,0.0
deepseek7b,implicature,swmimp137,3,0.0
deepseek7b,implicature,swmimp138,1,0.0
deepseek7b,implicature,swmimp138,2,0.0
deepseek7b,implicature,swmimp138,3,0.0
deepseek7b,implicature,swmimp139,1,0.0
deepseek7b,implicature,swmimp139,2,0.0
deepseek7b,implicature,swmimp139,3,0.0
deepseek7b,implicature,swmimp140,1,0.0
deepseek7b,implicature,swmimp140,2,0.0
deepseek7b,implicature,swmimp140,3,0.0
deepseek7b,implicature,swmimp141,1,0.0
deepseek7b,implicature,swmimp141,2,0.0
deepseek7b,implicature,swmimp141,3,0.0
deepseek7b,implicature,swmimp142,1,0.0
deepseek7b,implicature,swmimp142,2,0.0
deepseek7b,implicature,swmimp142,3,0.0
deepseek7b,implicature,swmimp143,1,0.0
deepseek7b,implicature,swmimp143,2,0.0
deepseek7b,implicature,swmimp143,3,0.0
deepseek7b,implicature,swmimp144,1,0.0
deepseek7b,implicature,swmimp144,2,0.0
deepseek7b,implicature,swmimp144,3,0.0
deepseek7b,implicature,swmimp145,1,0.0
deepseek7b,implicature,swmimp145,2,0.0
deepseek7b,implicature,swmimp145,3,0.0
deepseek7b,implicature,swmimp146,1,0.0
deepseek7b,implicature,swmimp146,2,0.0
deepseek7b,implicature,swmimp146,3,0.0
deepseek7b,implicature,swmimp147,1,0.0
deepseek7b,implicature,swmimp147,2,0.0
deepseek7b,implicature,swmimp147,3,0.0
deepseek7b,implicature,swmimp148,1,0.0
deepseek7b,implicature,swmimp148,2,0.0
deepseek7b,implicature,swmimp148,3,0.0
deepseek7b,implicature,swmimp149,1,0.0
deepseek7b,implicature,swmimp149,2,0.0
deepseek7b,implicature,swmimp149,3,0.0
deepseek7b,implicature,swmimp150,1,0.0
deepseek7b,implicature,swmimp150,2,0.0
deepseek7b,implicature,swmimp150,3,0.0
deepseek7b,implicature,swmimp151,1,0.0
deepseek7b,implicature,swmimp151,2,0.0
deepseek7b,implicature,swmimp151,3,0.0
deepseek7b,implicature,swmimp152,1,0.0
deepseek7b,implicature,swmimp152,2,0.0
deepseek7b,implicature,swmimp152,3,0.0
deepseek7b,implicature,swmimp153,1,0.0
deepseek7b,implicature,swmimp153,2,0.0
deepseek7b,implicature,swmimp153,3,0.0
deepseek7b,implicature,swmimp154,1,0.0
deepseek7b,implicature,swmimp154,2,0.0
deepseek7b,implicature,swmimp154,3,0.0
deepseek7b,implicature,swmimp155,1,0.0
deepseek7b,implicature,swmimp155,2,0.0
deepseek7b,implicature,swmimp155,3,0.0
deepseek7b,implicature,swmimp156,1,0.0
deepseek7b,implicature,swmimp156,2,0.0
deepseek7b,implicature,swmimp156,3,1.0
deepseek7b,implicature,swmimp157,1,0.0
deepseek7b,implicature,swmimp157,2,0.0
deepseek7b,implicature,swmimp157,3,0.0
deepseek7b,implicature,swmimp158,1,1.0
deepseek7b,implicature,swmimp158,2,1.0
deepseek7b,implicature,swmimp158,3,0.0
deepseek7b,implicature,swmimp159,1,0.0
deepseek7b,implicature,swmimp159,2,0.0
deepseek7b,implicature,swmimp159,3,1.0
deepseek7b,implicature,swmimp160,1,0.0
deepseek7b,implicature,swmimp160,2,0.0
deepseek7b,implicature,swmimp160,3,1.0
deepseek7b,implicature,swmimp161,1,0.0
deepseek7b,implicature,swmimp161,2,0.0
deepseek7b,implicature,swmimp161,3,0.0
deepseek7b,implicature,swmimp162,1,0.0
deepseek7b,implicature,swmimp162,2,0.0
deepseek7b,implicature,swmimp162,3,0.0
deepseek7b,implicature,swmimp163,1,0.0
deepseek7b,implicature,swmimp163,2,0.0
deepseek7b,implicature,swmimp163,3,0.0
deepseek7b,implicature,swmimp164,1,0.0
deepseek7b,implicature,swmimp164,2,0.0
deepseek7b,implicature,swmimp164,3,0.0
deepseek7b,implicature,swmimp165,1,0.0
deepseek7b,implicature,swmimp165,2,0.0
deepseek7b,implicature,swmimp165,3,0.0
deepseek7b,implicature,swmimp166,1,0.0
deepseek7b,implicature,swmimp166,2,1.0
deepseek7b,implicature,swmimp166,3,0.0
deepseek7b,implicature,swmimp167,1,0.0
deepseek7b,implicature,swmimp167,2,0.0
deepseek7b,implicature,swmimp167,3,0.0
deepseek7b,implicature,swmimp168,1,0.0
deepseek7b,implicature,swmimp168,2,0.0
deepseek7b,implicature,swmimp168,3,0.0
deepseek7b,implicature,swmimp169,1,0.0
deepseek7b,implicature,swmimp169,2,0.0
deepseek7b,implicature,swmimp169,3,0.0
deepseek7b,implicature,swmimp170,1,0.0
deepseek7b,implicature,swmimp170,2,0.0
deepseek7b,implicature,swmimp170,3,0.0
deepseek7b,implicature,swmimp171,1,1.0
deepseek7b,implicature,swmimp171,2,0.0
deepseek7b,implicature,swmimp171,3,0.0
deepseek7b,implicature,swmimp172,1,1.0
deepseek7b,implicature,swmimp172,2,0.0
deepseek7b,implicature,swmimp172,3,0.0
deepseek7b,implicature,swmimp173,1,0.0
deepseek7b,implicature,swmimp173,2,0.0
deepseek7b,implicature,swmimp173,3,0.0
deepseek7b,implicature,swmimp174,1,0.0
deepseek7b,implicature,swmimp174,2,0.0
deepseek7b,implicature,swmimp174,3,0.0
deepseek7b,implicature,swmimp175,1,0.0
deepseek7b,implicature,swmimp175,2,0.0
deepseek7b,implicature,swmimp175,3,0.0
deepseek7b,implicature,swmimp176,1,0.0
deepseek7b,implicature,swmimp176,2,0.0
deepseek7b,implicature,swmimp176,3,0.0
deepseek7b,implicature,swmimp177,1,0.0
deepseek7b,implicature,swmimp177,2,0.0
deepseek7b,implicature,swmimp177,3,0.0
deepseek7b,implicature,swmimp178,1,1.0
deepseek7b,implicature,swmimp178,2,0.0
deepseek7b,implicature,swmimp178,3,1.0
deepseek7b,implicature,swmimp179,1,0.0
deepseek7b,implicature,swmimp179,2,0.0
